,provided_split,passage,question,response,label,passage_id,question_id,answer_id,answer,gpt5_score,misspelled,paraphrased,capitalization_change,punctuation_change,date_reformatted,numeric_words
train,train,"Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world. Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis. But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago. ""It is one of these countries, because of its geography, that doesn't have earthquakes,"" said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies. ""It doesn't have tsunamis. It hasn't been tested with a disaster like this."" The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention. And it hasn't emerged with very good grades. ""I think on a stress test, they're failing,"" Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries. China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers. Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation. The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea. ""The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit,"" said a commentary published by China's state-run news agency Xinhua. ""Even worse, the golden time for saving possible survivors, if any, was generously wasted."" ",Contradictory statements by the government of Malaysia have irritated what country involved with the investigation?,China is irritated by the contradictory statements.,1,428,4820,25735,China,4,0,1,0,0,0,0
train,train,"Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world. Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis. But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago. ""It is one of these countries, because of its geography, that doesn't have earthquakes,"" said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies. ""It doesn't have tsunamis. It hasn't been tested with a disaster like this."" The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention. And it hasn't emerged with very good grades. ""I think on a stress test, they're failing,"" Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries. China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers. Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation. The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea. ""The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit,"" said a commentary published by China's state-run news agency Xinhua. ""Even worse, the golden time for saving possible survivors, if any, was generously wasted."" ",Of what nationality were the majority of people aboard Malaysia Airlines Flight 370?,Most passengers were Chinese.,1,428,4825,25766,Chinese.,4,0,1,0,0,0,0
train,train,"Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world. Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis. But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago. ""It is one of these countries, because of its geography, that doesn't have earthquakes,"" said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies. ""It doesn't have tsunamis. It hasn't been tested with a disaster like this."" The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention. And it hasn't emerged with very good grades. ""I think on a stress test, they're failing,"" Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries. China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers. Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation. The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea. ""The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit,"" said a commentary published by China's state-run news agency Xinhua. ""Even worse, the golden time for saving possible survivors, if any, was generously wasted."" ",Of what nationality were the majority of people aboard Malaysia Airlines Flight 370?,Most were Chinese.,1,428,4825,25768,Chinese.,4,0,1,0,0,0,0
train,train,"Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world. Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis. But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago. ""It is one of these countries, because of its geography, that doesn't have earthquakes,"" said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies. ""It doesn't have tsunamis. It hasn't been tested with a disaster like this."" The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention. And it hasn't emerged with very good grades. ""I think on a stress test, they're failing,"" Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries. China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers. Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation. The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea. ""The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit,"" said a commentary published by China's state-run news agency Xinhua. ""Even worse, the golden time for saving possible survivors, if any, was generously wasted."" ",What kind of grades has Malaysia received concerning its handling of the disappearance of Malaysia Airlines Flight 370?,It received poor grades.,1,428,4826,25779,"Poor. The passage says Malaysia ""hasn't emerged with very good grades"" and that on a stress test ""they're failing.""",4,0,1,0,0,0,0
train,train,"Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world. Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis. But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago. ""It is one of these countries, because of its geography, that doesn't have earthquakes,"" said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies. ""It doesn't have tsunamis. It hasn't been tested with a disaster like this."" The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention. And it hasn't emerged with very good grades. ""I think on a stress test, they're failing,"" Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries. China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers. Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation. The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea. ""The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit,"" said a commentary published by China's state-run news agency Xinhua. ""Even worse, the golden time for saving possible survivors, if any, was generously wasted."" ",Why is it thought that the intensive search in the South China Sea was worthless?,"Because Malaysia revealed the plane was intentionally flown west into the Indian Ocean, making the searches in the South China Sea futile.",1,428,4827,25787,Because new evidence indicated the plane had been deliberately flown west into the Indian Ocean—away from its last confirmed position over the South China Sea—so the weeklong searches in the South China Sea would not have found it and were therefore futile.,4,0,1,0,0,0,0
train,train,"Captured Moments by Will Shetterly I remember Papa's stopbox, a teal blue Tiempo Capturado that Mama brought home for his birthday. It was huge and inefficient, and she should never have spent so many pesos on a toy, but Papa would not let her return it. He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring-time meals in the middle of winter. Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection. Sometimes they would let us little ones to seal a treasured toy or a last piece of birthday cake until we begged them for its release, usually a few hours after enclosing it. When my father died, a year after my mother, my sisters and I cleaned out their apartment. We found our baby shoes protected in stopboxes. I took mine home, where they sat above my computer while I worked on my first play. One night when I did not believe love had ever existed for anyone, I used my own capturador, a sleek titanium Sanyo Tardar Ahora, to undo the stopbox. Bringing my face close to the shoes, I breathed deeply of air that my parents had trapped while closing up that symbol of their love for me. The instant would have been improved had my baby shoes been cleaned before they were encased. But as soon as I coughed, I laughed, and I did not try to kill myself that night. ",What item would Papa not let Mama return?,Teal blue stopbox (Tiempo Capturado),1,431,4847,25892,The teal-blue stopbox (a Tiempo Capturado) that Mama bought for his birthday.,4,0,1,0,0,0,0
train,train,"Captured Moments by Will Shetterly I remember Papa's stopbox, a teal blue Tiempo Capturado that Mama brought home for his birthday. It was huge and inefficient, and she should never have spent so many pesos on a toy, but Papa would not let her return it. He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring-time meals in the middle of winter. Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection. Sometimes they would let us little ones to seal a treasured toy or a last piece of birthday cake until we begged them for its release, usually a few hours after enclosing it. When my father died, a year after my mother, my sisters and I cleaned out their apartment. We found our baby shoes protected in stopboxes. I took mine home, where they sat above my computer while I worked on my first play. One night when I did not believe love had ever existed for anyone, I used my own capturador, a sleek titanium Sanyo Tardar Ahora, to undo the stopbox. Bringing my face close to the shoes, I breathed deeply of air that my parents had trapped while closing up that symbol of their love for me. The instant would have been improved had my baby shoes been cleaned before they were encased. But as soon as I coughed, I laughed, and I did not try to kill myself that night. ",What did papa preserve?,"Tomatoes, cucumbers, and strawberries.",1,431,4852,25913,"He preserved baby tomatoes, cucumbers, and strawberries (sealed in translucent cubes).",4,0,1,0,0,0,0
train,train,"Captured Moments by Will Shetterly I remember Papa's stopbox, a teal blue Tiempo Capturado that Mama brought home for his birthday. It was huge and inefficient, and she should never have spent so many pesos on a toy, but Papa would not let her return it. He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring-time meals in the middle of winter. Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection. Sometimes they would let us little ones to seal a treasured toy or a last piece of birthday cake until we begged them for its release, usually a few hours after enclosing it. When my father died, a year after my mother, my sisters and I cleaned out their apartment. We found our baby shoes protected in stopboxes. I took mine home, where they sat above my computer while I worked on my first play. One night when I did not believe love had ever existed for anyone, I used my own capturador, a sleek titanium Sanyo Tardar Ahora, to undo the stopbox. Bringing my face close to the shoes, I breathed deeply of air that my parents had trapped while closing up that symbol of their love for me. The instant would have been improved had my baby shoes been cleaned before they were encased. But as soon as I coughed, I laughed, and I did not try to kill myself that night. ",The item found by the author and their siblings in their Papa's stopbox after his death were stored where in the author's home?,Above the computer while working.,1,431,4853,25916,They (the author's baby shoes) were kept sitting above the author's computer.,4,0,1,0,0,0,0
train,train," Rolfe put down the little dog he had been holding, and went out into the hall.  The dog accompanied him, frisking about him in friendly fashion.  Rolfe first examined the bedroom that he had seen Inspector Chippenfield enter.  It was a small room, containing a double bed.  It was prettily furnished in white, with white curtains, and toilet-table articles in ivory to match.  A glance round the room convinced Rolfe that it was impossible for a man to secrete himself in it.  The door of the wardrobe had been flung open by the inspector, and the dresses and other articles of feminine apparel it contained flung out on the floor.  There was no other hiding-place possible, except beneath the bed, and the ruthless hand of the inspector had torn off the white muslin bed hangings, revealing emptiness underneath.  Rolfe went out into the hall again, and entered the room next the bedroom.  This apartment was apparently used as a dining-room, for it contained a large table, a few chairs, a small sideboard, a spirit-stand, a case of books and ornaments, and two small oak presses.  Plainly, there was no place in it where a man could hide himself.  The next room was the bathroom, which was also empty.  Opposite the bathroom was a small bedroom, very barely furnished, offering no possibility of concealment.  Then the passage opened into a large roomy kitchen, the full width of the rooms on both sides of the hall, and the kitchen completed the flat. ",What did the dog do after Rolfe but him down?,"The dog followed him, frisking playfully.",1,434,4889,26067,"The dog accompanied him, frisking about him in a friendly fashion.",4,0,1,0,0,0,0
train,train," Rolfe put down the little dog he had been holding, and went out into the hall.  The dog accompanied him, frisking about him in friendly fashion.  Rolfe first examined the bedroom that he had seen Inspector Chippenfield enter.  It was a small room, containing a double bed.  It was prettily furnished in white, with white curtains, and toilet-table articles in ivory to match.  A glance round the room convinced Rolfe that it was impossible for a man to secrete himself in it.  The door of the wardrobe had been flung open by the inspector, and the dresses and other articles of feminine apparel it contained flung out on the floor.  There was no other hiding-place possible, except beneath the bed, and the ruthless hand of the inspector had torn off the white muslin bed hangings, revealing emptiness underneath.  Rolfe went out into the hall again, and entered the room next the bedroom.  This apartment was apparently used as a dining-room, for it contained a large table, a few chairs, a small sideboard, a spirit-stand, a case of books and ornaments, and two small oak presses.  Plainly, there was no place in it where a man could hide himself.  The next room was the bathroom, which was also empty.  Opposite the bathroom was a small bedroom, very barely furnished, offering no possibility of concealment.  Then the passage opened into a large roomy kitchen, the full width of the rooms on both sides of the hall, and the kitchen completed the flat. ",What type of room did Rolfe examine?,A small bedroom with a double bed.,1,434,4894,26084,A bedroom.,4,0,1,0,0,0,0
train,train,"As food is pushed along, it undergoes digestion. Digestion is the process of breaking down food into nutrients. There are two types of digestion: mechanical digestion and chemical digestion. Mechanical digestion occurs when large chunks are turned into smaller chucks. Perhaps not surprisingly, this happens when you chew your food. Once you swallow the food, your stomach also does some of this work. Chemical digestion occurs when food is broken down into useful nutrients. This is a chemical process that begins as you start to chew your food. The saliva in your mouth starts this process. Once you swallow, the acid in your stomach further breaks down food. From the stomach, the foods moves into the small intestine. In the small intestines, another set of chemicals goes to work. Are you surprised? Your small intestine, and not your stomach, does most of the work! ",What bodily fluids aide in digestion?,"Saliva, stomach acid, and small intestine chemicals.",1,435,4902,26109,Saliva and stomach acid (and the digestive juices/chemicals in the small intestine).,4,0,1,0,0,0,0
train,train,"A West Tennessee nonprofit organization will use a $300,000 federal grant to hire an attorney and a Spanish-speaking paralegal to help provide legal assistance to domestic violence victims. The U.S. Department of Justice two-year grant will begin Oct. 1, which is the start of domestic violence awareness month. U.S. Rep. John Tanner announced Monday that the grant was awarded to West Tennessee Legal Services of Jackson. The organization provides legal assistance and advocacy in 17 counties. ""This award will offer assistance as we look for whatever ways possible to stop domestic violence and help the women, men and children who are victims of abuse,"" Tanner said in a news statement. The organization doesn't have a staff member who speaks Spanish and the need is increasing with growing Hispanic populations, said the organization's executive director Steven Xanthopoulos. He estimated the money will help handle at least another 180 cases next year. The group closes about 2,500 cases a year. The money was timed well because the legal group had recently lost about $120,000 in grant money due to a decrease in the poverty population in West Tennessee in Census 2000, Xanthopoulos said. ""The drop in poverty is a good thing, but there is still a great need out there,"" he said. ""So this was a very good thing."" Having legal representation at divorce and child custody hearings is important in helping victims leave abusive and sometimes dangerous situations, said Margaret Cole, executive director of Wo/Men's Resource and Rape Assistance Program in Jackson. Her organization and Northwest Safeline are partners in the grant. Northwest Safeline, based in Dyersburg, is a family violence intervention project that serves Dyer, Obion, Lake and Crockett counties. ",How many more cases will the grant money that West Tennessee Legal Services be able to handle next year?,At least 180 more cases next year.,1,438,4939,26312,About 180 more cases.,4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",Where did Kevin and Erin visit the beach?,During a car trip in North America.,1,439,4944,26330,They visited the beach in North America.,4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",What three places beginning with A did Kevin and Erin visit?,"Africa, Asia, Australia.",1,439,4945,26334,"Africa, Asia, and Australia.",4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",Kevin and Erin went to what country after they took a train?,"Australia, then North America.",1,439,4946,26340,Australia.,4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",What was the last continent Erin and Kevin visited before returning to Erin's home?,They were in North America.,1,439,4947,26343,North America.,4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",Who looked spending time with Kevin?,Erin.,1,439,4948,26348,Erin.,4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",What are the continents Kevin and Erin visited in their world tour?,"Europe, Africa, Asia, Australia, North America.",1,439,4951,26358,"Europe, Africa, Asia, Australia, and North America.",4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",How long did Kevin and Eric stay in Australia?,They spent a week there.,1,439,4952,26366,They stayed in Australia for a week.,4,0,1,0,0,0,0
train,train,"There once was a guy named Kevin and girl named Erin. They really liked spending time together. One day, Kevin traveled from his home in the United States of America to Erin's house in England. They then thought to take a sudden trip around the world. They first traveled by plane around Europe, where they saw many different people and sights. They then took a boat to Africa and Asia, where they went on a trip through the mountains. Later in the month, they traveled to China by train and were allowed to see how different life was over there. Next they took another plane to Australia, where they had a lot of fun seeing kangaroos and a different type of English speaking people. After spending a week in Australia, Kevin and Erin took a really long plane ride to North America, where they drove across the land. They saw everything from the mountains to forests. They even got to visit the beach! Because they had so much fun, Kevin returned home with Erin to England where they hung out and spent the next few days and months talking about all of the neat things they saw and did on their trip. ",In what country were Erin and Kevin located when they decided to take a trip around the world?,At Erin's house in England.,1,439,4955,26379,England (at Erin’s house in England).,4,0,1,0,0,0,0
train,train,"Earthquakes seemed to outline a special feature of earth's crust. Earthquakes let scientists know where the crust was moving. This led to the discovery that the Earths crust was broken up into regions, or plates. Earthquakes happen most often along these plate boundaries. This was evidence that continents can move. The movements of the plates are called plate tectonics. The Earths crust is divided into plates. There are about a dozen large plates and several small ones. Each plate is named for the continent or ocean basin it contains. Scientists know he plates are in motion. They now know the direction and speed of this motion . Plates dont move very fast. They move only a few centimeters a year. This is about the same rate fingernails grow. So you might wonder, what could cause this motion? What supplies the energy to cause this change? ",What do earthquakes tell scientists and what is special about them?,"They indicate that the crust is moving and broken into plates, where earthquakes usually occur.",1,440,4959,26396,"Earthquakes show scientists where the Earth’s crust is moving — revealing that the crust is broken into moving plates and providing evidence that continents can move. What is special about them is that they occur most often along plate boundaries, effectively outlining those plates.",4,0,1,0,0,0,0
train,train,"Earthquakes seemed to outline a special feature of earth's crust. Earthquakes let scientists know where the crust was moving. This led to the discovery that the Earths crust was broken up into regions, or plates. Earthquakes happen most often along these plate boundaries. This was evidence that continents can move. The movements of the plates are called plate tectonics. The Earths crust is divided into plates. There are about a dozen large plates and several small ones. Each plate is named for the continent or ocean basin it contains. Scientists know he plates are in motion. They now know the direction and speed of this motion . Plates dont move very fast. They move only a few centimeters a year. This is about the same rate fingernails grow. So you might wonder, what could cause this motion? What supplies the energy to cause this change? ",How many plates is the earth's crust divided into?,About a dozen large and several small plates.,1,440,4962,26411,Into about a dozen large plates and several small ones.,4,0,1,0,0,0,0
train,train,"Tom's relaxation at the beach is interrupted by Jerry who inadvertently walks all over a sunbathing Tom going fishing . Jerry falls into Tom's mouth and while escaping , nearly causes Tom to swallow his beach towel . Jerry goes out to the pier and casts his favorite bait : cheese . Tom pulls on the line and makes Jerry reel him in . Jerry lets go of the line and Tom struggles to stay afloat , losing the string . Tom barely catches the pier , but Jerry swings the pole at him . After a few misses , Jerry whistles and then lands a direct hit . He runs to the end of the pier and pulls off the end board . Tom ca n't brake , and walks the plank until Jerry pulls it out , causing Tom to fall into the water and without emerging . A drowning Tom wakes up on the sea bed , where he finds himself still alive . He starts imitating the majestic sea creatures until he spots Jerry . The cat grabs him , but Jerry pulls away revealing that he has become a mer-mouse . Jerry swims in circles until Tom's head has done a 360 , and is then grabbed again . Jerry slaps Tom face with his tail , then spins his ears in to the shape of a wrench . The cat gives chase through shipwreck windows until Tom hangs back to swallow the mouse . Jerry breaks out through Tom's left eardrum . Jerry hides and disguises himself as a seahorse to join a father seahorse leading his babies , fooling the cat for only a while . Jerry then gets lassoed and captured , but Tom gets tricked into holding a fishing line and is caught . ",How does Jerry escape being chased through a shipwreck?,He gets swallowed by Tom and escapes through his eardrum.,1,442,4991,26521,He escapes by breaking out through Tom’s left eardrum.,4,0,1,0,0,0,0
train,train,"Tom's relaxation at the beach is interrupted by Jerry who inadvertently walks all over a sunbathing Tom going fishing . Jerry falls into Tom's mouth and while escaping , nearly causes Tom to swallow his beach towel . Jerry goes out to the pier and casts his favorite bait : cheese . Tom pulls on the line and makes Jerry reel him in . Jerry lets go of the line and Tom struggles to stay afloat , losing the string . Tom barely catches the pier , but Jerry swings the pole at him . After a few misses , Jerry whistles and then lands a direct hit . He runs to the end of the pier and pulls off the end board . Tom ca n't brake , and walks the plank until Jerry pulls it out , causing Tom to fall into the water and without emerging . A drowning Tom wakes up on the sea bed , where he finds himself still alive . He starts imitating the majestic sea creatures until he spots Jerry . The cat grabs him , but Jerry pulls away revealing that he has become a mer-mouse . Jerry swims in circles until Tom's head has done a 360 , and is then grabbed again . Jerry slaps Tom face with his tail , then spins his ears in to the shape of a wrench . The cat gives chase through shipwreck windows until Tom hangs back to swallow the mouse . Jerry breaks out through Tom's left eardrum . Jerry hides and disguises himself as a seahorse to join a father seahorse leading his babies , fooling the cat for only a while . Jerry then gets lassoed and captured , but Tom gets tricked into holding a fishing line and is caught . ",Where does Tom briefly forget about his chase with Jerry?,The sea bed where he woke up after nearly drowning.,1,442,4992,26534,On the sea bed (underwater),4,0,1,0,0,0,0
train,train,"The film begins with Brick Bardo ( Tim Thomerson , from ( ( Dollman hitchhiking to get to the town of Pahoota , where he tries to find a girl named Nurse Ginger ( Melissa Behr , who was shrunken to 11 inches in ( ( Bad Channels , to prove to her that she's not alone .  Meanwhile , the film cuts to Judith Grey , who has a nightmare about the events that happened in the previous film a year before .  Ever since the events that took place a year before , Judith has been watching the Toyland Warehouse , believing that the toys are still alive .  Meanwhile , a bum breaks into the Warehouse , and starts to mess around with a clown tricycle , until he gets knocked in the head with a box of toys , causing him to hit his head on the ground , killing him .  However , his blood continues to flow over to the place where the demon was buried , and brings back : Baby Oopsie Daisy , Jack Attack , Mr. Static , and this time brings up a new killer toy named Zombietoid , a blonde GI JOE action figure with a sword as a weapon .  Judith , who's now inside the building , finally sees the toys in full view , but is then arrested for breaking into a secluded building .  After the police leave , the toys force the new security guard Ray Vernon to help them with their needs .  Meanwhile , Judith , who now knows about Nurse Ginger and Brick Bardo's history , bribes a news reporter to tell her where they 're at , and tells her they are in Pahoota .  Judith , after having a deal with Bardo and Ginger to help her kill the toys , they head off back to the Warehouse . ",Where does the bum's flowing blood spread to after he is killed?,To where the demon was buried.,1,448,5028,26717,It flows over to the place where the demon was buried.,4,0,1,0,0,0,0
